gsId,name,old name,matching,shoot,type,gradeCategory,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,gsID_census,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504
15279,Oak Hills Christian Academy,,,0,private,K-12,12-Jan,35,1,2,Escondido Union School District,684,612880,A0300445,"1300 17th Street, 
Bakersfield, CA  93301",Bakersfield,15279,1.69492,0,6.77966,0,3.38983,0,88.1356,0,0.2,8,86.1,5.7,42.9,1.5
15280,Oasis Christian Academy,,,0,private,K-12,K-12,248,4,2,Alisal Union School District,375,601950,A0300450,"245 South Hawk Street, 
Inyokern, CA  93527",Inyokern,15280,1.69492,0,6.77966,0,3.38983,0,88.1356,0,0.2,8,86.1,5.7,42.9,1.5
15283,Orange Hills,,,0,private,K-12,PK-10,1889,4,4,Orange Unified School District,484,628650,A0300457,"2910 N Santiago Blvd, 
Orange, CA  92867",Orange,15283,1.69492,0,6.77966,0,3.38983,0,88.1356,0,0.2,8,86.1,5.7,42.9,1.5
15285,Our Lady Of The Desert,,,0,private,K-12,PK-12,326,5,9,Los Angeles Unified School District,286,622710,A0300459,"55765 Mountain View Trail, 
Yucca Valley, CA  92284",Yucca Valley,15285,1.69492,0,6.77966,0,3.38983,0,88.1356,0,0.2,8,86.1,5.7,42.9,1.5
15287,North Valley Christian Schools,,,0,private,K-12,K-12,233,5,7,Oceanside Unified School District,697,628250,A0300464,"1148 East Walker Street, 
Orland, CA  95963",Orland,15287,1.69492,0,6.77966,0,3.38983,0,88.1356,0,0.2,8,86.1,5.7,42.9,1.5
15289,Praise Fellowship Christian Aca,,,0,private,K-12,"K-1, 3-6, 9, 12",914,4,5,Hawthorne School District,280,616680,A0300474,"1251 N A St, 
Perris, CA  92570",Perris,15289,1.69492,0,6.77966,0,3.38983,0,88.1356,0,0.2,8,86.1,5.7,42.9,1.5
15290,Providence Christian High School,,,0,private,K-12,K-12,68,3,2,Antioch Unified School District,40,602850,A0300476,"1148 East Walker Street, 
Orland, CA  95963",Orland,15290,0,0,5.88235,0,0,0,94.1176,0,0.2,8,86.1,5.7,42.9,1.5
15291,Pyramid Autism Center,,,0,private,K-12,K-12,765,3,2,Fresno Unified School District,99,614550,A0300478,"2830 North Glassell Street, 
Orange, CA  92865",Orange,15291,0,0,5.88235,0,0,0,94.1176,0,0.2,8,86.1,5.7,42.9,1.5
15292,Rainbow Christian,,,0,private,K-12,"3-4, 7, 10-12",857,5,6,Perris Elementary School District,528,630180,A0300481,"8052 Anza Dr, 
San Diego, CA  92114",San Diego,15292,0,0,5.88235,0,0,0,94.1176,0,0.2,8,86.1,5.7,42.9,1.5
15294,Rincon School,,,0,private,9-12,12-Oct,1225,4,4,Escondido Union School District,684,612880,A0300490,"Po Box 2587, 
Santa Rosa, CA  95405",Santa Rosa,15294,0,0,5.88235,0,0,0,94.1176,0,0.2,8,86.1,5.7,42.9,1.5
15296,Roger Williams Academy,,,0,private,K-12,12-Jan,859,4,8,Clovis Unified School District,92,609030,A0300492,"600 Grand Avenue, 
South San Francisco, CA  94080",South San Francisco,15296,0,0,5.88235,0,0,0,94.1176,0,0.2,8,86.1,5.7,42.9,1.5
15297,Russian American International School,,,0,private,K-8,K-8,64,5,9,Folsom-Cordova Unified School District,544,613890,A0300495,"3301 Balboa Street, 
San Francisco, CA  94121",San Francisco,15297,0,0,5.88235,0,0,0,94.1176,0,0.2,8,86.1,5.7,42.9,1.5
15298,Sand Paths Academy,,,0,private,9-12,12-Aug,281,5,1,San Francisco Unified School District,717,634410,A0300498,"1218 South Van Ness Avenue, 
San Francisco, CA  94110",San Francisco,15298,0,0,5.88235,0,0,0,94.1176,0,0.2,8,86.1,5.7,42.9,1.5
15300,"Seneca Family Of Agencies, Olivera School",,,0,private,6-12,12-May,36,5,3,Moreno Valley Unified School District,525,625800,A0300502,"2351 Olivera Road, 
Concord, CA  94520",Concord,15300,0,16.6667,36.1111,11.1111,2.77778,5.55556,27.7778,0,0.2,8,86.1,5.7,42.9,1.5
15301,The Shepherd's Flock Academy,,,0,private,K-12,12-Jan,74,5,5,Cucamonga Elementary School District,602,616300,A0300507,"31055 Summit Drive, 
Running Springs, CA  92382",Running Springs,15301,0,16.6667,36.1111,11.1111,2.77778,5.55556,27.7778,0,0.2,8,86.1,5.7,42.9,1.5
15304,Sierra Ranch School,,,0,private,K-12,K-12,59,3,2,Fort Sage Unified School District,338,600011,A0300513,"4300 Forni Road, 
Placerville, CA  95667",Placerville,15304,0,16.6667,36.1111,11.1111,2.77778,5.55556,27.7778,0,0.2,8,86.1,5.7,42.9,1.5
15305,Sierra View Christian School,,,0,private,K-12,K-12,25,3,6,Sierra Sands Unified School District,237,636800,A0300514,"5301 Tully Road, 
Modesto, CA  95356",Modesto,15305,0,16.6667,36.1111,11.1111,2.77778,5.55556,27.7778,0,0.2,8,86.1,5.7,42.9,1.5
15308,Souls Harbor Christian Academy,,,0,private,K-12,12-Mar,199,3,3,Los Angeles Unified School District,286,622710,A0300523,"7969 N Blackstone Ave # 224, 
Fresno, CA  93720",Fresno,15308,0,16.6667,36.1111,11.1111,2.77778,5.55556,27.7778,0,0.2,8,86.1,5.7,42.9,1.5
15309,Southern California Christian Academy,,,0,private,K-12,12-Jan,1113,4,2,Los Angeles Unified School District,286,622710,A0300526,"14509 Spinning Avenue, 
Gardena, CA  90249",Gardena,15309,0,16.6667,36.1111,11.1111,2.77778,5.55556,27.7778,0,0.2,8,86.1,5.7,42.9,1.5
15310,Special Touch Learning Academy,,,0,private,K-5,PK-1,40,1,1,Mariposa County Office Of Education School District,1091,691090,A0300528,"902 Nebraska Street, 
Vallejo, CA  94590",Vallejo,15310,0,16.6667,36.1111,11.1111,2.77778,5.55556,27.7778,0,0.2,8,86.1,5.7,42.9,1.5
15311,St. Andrew's Academy,,,0,private,K-12,K-12,14,5,8,Newcastle Elementary School District,501,627120,A0300530,"198 Main Street, 
Chester, CA  96020",Chester,15311,7.69231,0,23.0769,0,0,0,69.2308,0,0.2,8,86.1,5.7,42.9,1.5
15312,St. Monica's School,,,0,private,K-12,12-Jan,205,5,5,Sacramento City Unified School District,553,633840,A0300534,"214 Fairview Road, 
Ojai, CA  93023",Ojai,15312,7.69231,0,23.0769,0,0,0,69.2308,0,0.2,8,86.1,5.7,42.9,1.5
15314,Star Children's Academy,,,0,private,K-5,K-6,14,1,5,San Bernardino City Unified School District,617,634170,A0300537,"2561 North Fair Oaks Avenue, 
Altadena, CA  91001",Altadena,15314,7.69231,0,23.0769,0,0,0,69.2308,0,0.2,8,86.1,5.7,42.9,1.5
15316,Starlight High School,,,0,private,9-12,12-Aug,667,5,2,Pajaro Valley Unified School District,666,629490,A0300539,"455 Silicon Valley Blvd, 
San Jose, CA  95138",San Jose,15316,7.69231,0,23.0769,0,0,0,69.2308,0,0.2,8,86.1,5.7,42.9,1.5
15318,Summitview,,,0,private,9-12,12-Aug,22,4,7,Riverside Unified School District,532,633150,A0300542,"5036 Sunrey Road, 
Placerville, CA  95667",Placerville,15318,4.54545,13.6364,9.09091,22.7273,4.54545,4.54545,40.9091,0,0.2,8,86.1,5.7,42.9,1.5
15320,Sunset Christian School,,,0,private,K-5,PK-3,151,5,5,San Juan Unified School District,554,634620,A0300544,"2200 Arroyo Road, 
Livermore, CA  94550",Livermore,15320,4.54545,13.6364,9.09091,22.7273,4.54545,4.54545,40.9091,0,0.2,8,86.1,5.7,42.9,1.5
15321,Sunshine Pre-School And Kindergarten,,,0,private,K,K,402,4,3,South San Francisco Unified School District,801,637530,A0300545,"12070 Santa Fe Avenue, 
Lynwood, CA  90262",Lynwood,15321,4.54545,13.6364,9.09091,22.7273,4.54545,4.54545,40.9091,0,0.2,8,86.1,5.7,42.9,1.5
15324,St. John's School,,,0,private,K-8,PK-8,216,3,5,Sacramento City Unified School District,553,633840,A0300559,"4501 Bob Doyle Drive, 
Roseville, CA  95747",Roseville,15324,4.54545,13.6364,9.09091,22.7273,4.54545,4.54545,40.9091,0,0.2,8,86.1,5.7,42.9,1.5
15325,Teri Learning Academy,,,0,private,K-12,12-Jan,57,4,4,Los Angeles Unified School District,286,622710,A0300562,"3225 Roymar Road, 
Oceanside, CA  92058",Oceanside,15325,7.01754,7.01754,15.7895,1.75439,0,1.75439,66.6667,0,0.2,8,86.1,5.7,42.9,1.5
15326,Taft T Newman Christian,,,0,private,K-8,"PK-6, 8",232,4,4,Taft City School District,240,638700,A0300563,"1314 E Date St, 
San Bernardino, CA  92404",San Bernardino,15326,7.01754,7.01754,15.7895,1.75439,0,1.75439,66.6667,0,0.2,8,86.1,5.7,42.9,1.5
15327,Tara Redwood School,,,0,private,K-5,K-4,42,5,3,West Contra Costa Unified School District,57,632550,A0300564,"4746 Soquel Drive, 
Soquel, CA  95073",Soquel,15327,2.38095,7.14286,2.38095,0,0,2.38095,85.7143,0,0.2,8,86.1,5.7,42.9,1.5
15328,Target Community Schools,,,0,private,K-8,8-Jan,580,5,3,West Contra Costa Unified School District,57,632550,A0300565,"940 Stillman Avenue, 
Redlands, CA  92374",Redlands,15328,2.38095,7.14286,2.38095,0,0,2.38095,85.7143,0,0.2,8,86.1,5.7,42.9,1.5
15330,The City School,,,0,private,K-8,K-7,54,4,6,Los Angeles Unified School District,286,622710,A0300570,"17424 Sherman Way, 
Los Angeles, CA  91406",Los Angeles,15330,11.1111,3.7037,22.2222,5.55556,0,0,57.4074,0,0.2,8,86.1,5.7,42.9,1.5
15332,The Royal Cultivation Academy,,,0,private,K-12,K-12,248,5,5,Cucamonga Elementary School District,602,616300,A0300573,"6008 Bald Eagle Drive, 
Fontana, CA  92336",Fontana,15332,11.1111,3.7037,22.2222,5.55556,0,0,57.4074,0,0.2,8,86.1,5.7,42.9,1.5
15333,Oak Grove At The Ranch,,,0,private,K-12,12-Feb,43,3,8,Valley Center-Pauma Unified School District,1050,600069,A0300576,"23115 Rider Street, 
Perris, CA  92570",Perris,15333,6.97674,32.5581,25.5814,0,0,0,34.8837,0,0.2,8,86.1,5.7,42.9,1.5
15334,Tec-Canal St Elementary School,,,0,private,K-8,8-Jan,529,4,3,Stockton Unified School District,759,638010,A0300577,"2190 North Canal Street, 
Orange, CA  92865",Orange,15334,6.97674,32.5581,25.5814,0,0,0,34.8837,0,0.2,8,86.1,5.7,42.9,1.5
15335,Trinity Holiness Academy,,,0,private,K-12,K-12,318,5,5,Trinity Alps Unified School District,1206,601331,A0300579,"803 Coast Street, 
Willits, CA  95490",Willits,15335,6.97674,32.5581,25.5814,0,0,0,34.8837,0,0.2,8,86.1,5.7,42.9,1.5
15337,The Carey School,,,0,private,K-5,K-5,249,4,9,Los Angeles Unified School District,286,622710,A0300584,"2101 Alameda De Las Pulgas, 
San Mateo, CA  94403",San Mateo,15337,20.6009,1.28755,3.00429,15.8798,0,0,59.2275,0,0.2,8,86.1,5.7,42.9,1.5
15338,Trinity Lutheran School,,,0,private,K-5,PK-1,23,5,5,Trinity Alps Unified School District,1206,601331,A0300588,"2440 Hilltop Drive, 
Redding, CA  96002",Redding,15338,0,0,0,0,0,0,100,0,0.2,8,86.1,5.7,42.9,1.5
15339,Twentynine Palms SDA School,,,0,private,K-8,"2-4, 7-8",456,3,4,Morongo Unified School District,608,625860,A0300589,"72070 Samarkand Dr, 
Twentynine Palms, CA  92277",Twentynine Palms,15339,0,0,0,0,0,0,100,0,0.2,8,86.1,5.7,42.9,1.5
15341,Magalia Adventist School,,,0,private,K-8,8-Jan,9,5,5,Elk Grove Unified School District,542,612330,A0900408,"15204 Skyway Road, 
Magalia, CA  95954",Magalia,15341,0,22.2222,22.2222,0,0,0,55.5556,0,0.2,8,86.1,5.7,42.9,1.5
15342,Valley Oaks Christian School,,,0,private,K-12,"2, 4, 6, 8, 10, 12",1220,5,4,Kern County Office Of Education School District,1103,691012,A0300593,"120 W Colonial Dr, 
Hanford, CA  93230",Hanford,15342,0,22.2222,22.2222,0,0,0,55.5556,0,0.2,8,86.1,5.7,42.9,1.5
15344,Victory Academy,,,0,private,6-12,"7, 9-11",827,4,7,Val Verde Unified School District,536,691135,A0300598,"24651 Fawn Meadow Ln, 
Hayward, CA  94541",Hayward,15344,0,22.2222,22.2222,0,0,0,55.5556,0,0.2,8,86.1,5.7,42.9,1.5
15345,Summit Christian School,,,0,private,K-8,K-8,122,5,5,Burton Elementary School District,953,606570,A0992014,"5010 Hazel Avenue, 
Fair Oaks, CA  95628",Fair Oaks,15345,8.65385,3.84615,24.0385,0,0,0,63.4615,0,0.2,8,86.1,5.7,42.9,1.5
15347,Valley Fellowship Resource Center,,,0,private,K-8,"1-5, 7-8",717,4,6,Poway Unified School District,699,631530,A0300603,"275 E Grove St, 
Rialto, CA  92376",Rialto,15347,8.65385,3.84615,24.0385,0,0,0,63.4615,0,0.2,8,86.1,5.7,42.9,1.5
15348,Water Of Life Christian,,,0,private,K-8,PK-8,188,4,5,Bass Lake Joint Union Elementary School District,352,604080,A0300604,"7625 East Avenue, 
Fontana, CA  92336",Fontana,15348,6.91489,15.9574,26.0638,7.97872,0,0,43.0851,0,0.2,8,86.1,5.7,42.9,1.5
15349,Western Christian Academy,,,0,private,K-12,K-12,650,4,10,Hemet Unified School District,521,616920,A0300609,"30128 Auberry Road, 
Prather, CA  93651",Prather,15349,6.91489,15.9574,26.0638,7.97872,0,0,43.0851,0,0.2,8,86.1,5.7,42.9,1.5
15352,Winters Community Christian School,,,0,private,K-8,"1-2, 4-8",374,5,2,Lakeside Union Elementary School District,692,620790,A0300613,"P.O. Box 614, 
Winters, CA  95694",Winters,15352,6.91489,15.9574,26.0638,7.97872,0,0,43.0851,0,0.2,8,86.1,5.7,42.9,1.5
15353,Women Helping All People Scholastic Academy,,,0,private,K-8,K-8,10,4,4,Fresno Unified School District,99,614550,A0300614,"79 Cole Drive, 
Sausalito, CA  94965",Sausalito,15353,0,50,50,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15354,World Harvest Christian Academy,,,0,private,,"PK, 1-4, 6-12",405,5,4,Hacienda La Puente Unified School District,279,616325,A0300615,"5242 Ngarfield, 
Fresno, CA  93722",Fresno,15354,0,50,50,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15355,Yeshova Rav Isacson School,,,0,private,K-8,PK-8,31,4,1,Los Angeles Unified School District,286,622710,BB080054,"540 N La Brea Ave, 
Los Angeles, CA  90036",Los Angeles,15355,0,50,50,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15356,Zanella Academy,,,0,private,K-12,K-12,59,5,7,Los Angeles Unified School District,286,622710,A0300620,"1275 Virage Lane, 
Chico, CA  95973",Chico,15356,0,50,50,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15357,Zion Christian Academy,,,0,private,K-12,K-12,37,1,3,Fairfax Elementary School District,212,613290,A0300623,"416 West Second, 
Antioch, CA  94509",Antioch,15357,0,50,50,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15359,Central Valley Christian School,,,0,private,K-12,K-12,857,4,6,Central Union High School District,160,608010,A0304010,"2457 Man O War Court, 
Atwater, CA  95301",Atwater,15359,0,50,50,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15360,Crestmont School,,,0,private,K-5,K-5,70,5,7,Roseville City Elementary School District,506,633600,A0304013,"6226 Arlington Boulevard, 
Richmond, CA  94805",Richmond,15360,21.4286,14.2857,12.8571,0,1.42857,0,50,0,0.2,8,86.1,5.7,42.9,1.5
15362,German International School of Silicon Valley,,,0,private,K-12,K-12,496,4,6,Los Angeles Unified School District,286,622710,A0304017,"310 Easy Street, 
Mountain View, CA  94043",Mountain View,15362,2.72904,0,2.14425,0,0,0,95.1267,0,0.2,8,86.1,5.7,42.9,1.5
15363,The Harker School Lower Division,,,0,private,K-5,K-6,2040,5,1,Inyo County Office Of Education School District,1097,691011,A0304018,"4300 Bucknall Rd, 
San Jose, CA  95130",San Jose,15363,2.72904,0,2.14425,0,0,0,95.1267,0,0.2,8,86.1,5.7,42.9,1.5
15364,Landmark Christian,,,0,private,K-12,K-12,149,5,2,Morongo Unified School District,608,625860,A0304020,"1925 Olive Avenue, 
Atwater, CA  95301",Atwater,15364,2.72904,0,2.14425,0,0,0,95.1267,0,0.2,8,86.1,5.7,42.9,1.5
15365,Montessori Family School,,,0,private,K-8,K-8,125,5,9,Garvey Elementary School District,275,614940,A0304023,"7075 Cutting Boulevard, 
El Cerrito, CA  94530",El Cerrito,15365,12.3711,8.24742,12.3711,16.4948,0,8.24742,42.268,0,0.2,8,86.1,5.7,42.9,1.5
15366,Orion Academy,,,0,private,9-12,12-Sep,60,4,10,Orinda Union Elementary School District,53,628860,A0304024,"350 Rheem Boulevard, 
Moraga, CA  94556",Moraga,15366,12.3711,8.24742,12.3711,16.4948,0,8.24742,42.268,0,0.2,8,86.1,5.7,42.9,1.5
15368,Sacred Heart Nativity School,,,0,private,6-8,8-Jun,63,5,8,Washington Unified School District,1039,641580,A0304029,"310 Edwards Avenue, 
San Jose, CA  95110",San Jose,15368,0,0,100,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15370,Steppingstones Academy,,,0,private,K-12,K-11,108,5,4,Long Beach Unified School District,292,622500,A0304032,"330 Worrell Road, 
Antioch, CA  94509",Antioch,15370,0,0,100,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15371,Stratford School,,,0,private,K-5,K-5,293,4,5,Central Union Elementary School District,184,607980,A0304033,"1196 Lime Drive, 
Sunnyvale, CA  94087",Sunnyvale,15371,0,0,100,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15372,Community Christian Academy,,,0,private,K-12,12-Feb,20,4,3,Morgan Hill Unified School District,643,625830,A0304034,"2375 Aberdeen Way, 
Richmond, CA  94806",Richmond,15372,0,0,100,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15375,Abc Childcare Center,,,0,private,K,K,130,4,9,Abc Unified School District,246,601620,A0307071,"29705 Solana Way, 
Temecula, CA  92591",Temecula,15375,6,10,16,0,0,0,68,0,0.2,8,86.1,5.7,42.9,1.5
15380,American Future Learning Center,,,0,private,K-5,PK-5,738,4,8,Rosedale Union Elementary School District,234,633480,A0307081,"1172 E Cypress St, 
Covina, CA  91724",Covina,15380,6,10,16,0,0,0,68,0,0.2,8,86.1,5.7,42.9,1.5
15385,Bonanza Preschool & Kindergarten,,,0,private,K-5,K-1,702,3,3,Ontario-Montclair School District,612,628470,A0307090,"14624 Bonanza Road, 
Victorville, CA  92372",Victorville,15385,6,10,16,0,0,0,68,0,0.2,8,86.1,5.7,42.9,1.5
15391,Children's Montessori Center of Yorba Linda,,,0,private,K-5,K-3,72,5,6,Golden Valley Unified School District,1049,600068,A0307107,"17550 Yorba Linda Boulevard, 
Yorba Linda, CA  92886",Yorba Linda,15391,6,10,16,0,0,0,68,0,0.2,8,86.1,5.7,42.9,1.5
15398,The Cross Christian School,,,0,private,K-8,K-8,55,4,6,Los Angeles Unified School District,286,622710,A0307126,"20675 La Puente Road, 
Walnut, CA  91789",Walnut,15398,100,0,0,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15401,Discovery World Montessori School,,,0,private,K-5,K-6,19,5,6,Victor Elementary School District,622,641040,A0307129,"801 Brea Canyon Road, 
Walnut, CA  91789",Walnut,15401,100,0,0,0,0,0,0,0,0.2,8,86.1,5.7,42.9,1.5
15410,Fountain Valley Montessori Center,,,0,private,K-5,PK-5,181,5,9,Huntington Beach Union High School District,476,618060,A0307149,"18410 Brookhurst Street, 
Fountain Valley, CA  92708",Fountain Valley,15410,0,3.33333,16.6667,0,0,0,80,0,0.2,8,86.1,5.7,42.9,1.5
15412,Grand Lake Montessori,,,0,private,K-5,K-1,175,5,2,Pierce Joint Unified School District,61,630360,A0307158,"466 Chetwood Street, 
Oakland, CA  94610",Oakland,15412,0,14.2857,14.2857,0,0,0,71.4286,0,0.2,8,86.1,5.7,42.9,1.5
15415,Slater Montessori Academy,,,0,private,K-5,K-2,118,4,3,Fresno Unified School District,99,614550,A0307168,"10316 Slater Avenue, 
Fountain Valley, CA  92708",Fountain Valley,15415,53.9683,3.1746,4.7619,11.1111,20.6349,0,6.34921,0,0.2,8,86.1,5.7,42.9,1.5
15417,Horizon Prep,,,0,private,K-12,PK-10,493,4,4,Riverdale Joint Unified School District,113,600040,A0307172,"6233 El Apajo Road, 
Rancho Santa Fe, CA  92067",Rancho Santa Fe,15417,6.28571,1.71429,7.71429,0,0,0,84.2857,0,0.2,8,86.1,5.7,42.9,1.5
15421,Inland School,,,0,private,K-5,PK-6,921,5,9,Yucaipa-Calimesa Joint Unified School District,624,643560,A0307177,"1101 Glen Avenue, 
Pomona, CA  91768",Pomona,15421,6.28571,1.71429,7.71429,0,0,0,84.2857,0,0.2,8,86.1,5.7,42.9,1.5
15423,Jubilee Christian School,,,0,private,K-8,PK-8,340,5,6,Chula Vista Elementary School District,677,608610,A0307187,"1211 East Badillo Street, 
West Covina, CA  91790",West Covina,15423,13.5802,10.4938,58.642,0,0,0,17.284,0,0.2,8,86.1,5.7,42.9,1.5
15425,Kemetic Preparatory School,,,0,private,K-5,PK-2,615,5,3,Inglewood Unified School District,283,618390,A0307189,"44231 N 10th St W, 
Lancaster, CA  93534",Lancaster,15425,13.5802,10.4938,58.642,0,0,0,17.284,0,0.2,8,86.1,5.7,42.9,1.5
15428,Moorpark Kindercare,,,0,private,K,K,2004,2,8,Moorpark Unified School District,1015,625690,A0307196,"3987 Spring Road, 
Moorpark, CA  93021",Moorpark,15428,13.5802,10.4938,58.642,0,0,0,17.284,0,0.2,8,86.1,5.7,42.9,1.5
15445,La Petite Academy,,,0,private,K-5,PK-4,1061,5,3,Salinas Union High School District,398,633980,A0307228,"725 Shadowridge Drive, 
Vista, CA  92083",Vista,15445,13.5802,10.4938,58.642,0,0,0,17.284,0,0.2,8,86.1,5.7,42.9,1.5
15448,Victory Montessori Schools,,,0,private,K-5,PK-6,73,4,3,Rocklin Unified School District,508,600013,BB040221,"444 S Sierra Madre Blvd, 
Pasadena, CA  91107",Pasadena,15448,13.5802,10.4938,58.642,0,0,0,17.284,0,0.2,8,86.1,5.7,42.9,1.5
15453,Manhattan Academy,,,0,private,K-5,PK-5,157,3,3,Fontana Unified School District,604,613920,A0307255,"1740 Manhattan Beach Blvd, 
Manhattan Beach, CA  90266",Manhattan Beach,15453,13.5802,10.4938,58.642,0,0,0,17.284,0,0.2,8,86.1,5.7,42.9,1.5
15457,"Montessori One, Inc. School",,,0,private,K,K,85,5,9,Garvey Elementary School District,275,614940,A0307265,"620 Triunfo Canyon Road, 
Westlake Village, CA  91361",Westlake Village,15457,33.3333,0,0,0,0,0,66.6667,0,0.2,8,86.1,5.7,42.9,1.5
15464,Brighton Private School ,,,0,private,K-5,PK-5,83,4,7,Los Angeles Unified School District,286,622710,A0307282,"405 Natoma Station Drive, 
Folsom, CA  95630",Folsom,15464,4.91803,3.27869,3.27869,13.1148,0,1.63934,73.7705,0,0.2,8,86.1,5.7,42.9,1.5
15469,Or Hachaim Academy,,,0,private,K-8,K-8,273,5,1,San Juan Unified School District,554,634620,A0307290,"6021 Laurel Canyon Boulevard, 
Los Angeles, CA  91606",Los Angeles,15469,0,0,0,0,0,0,100,0,0.2,8,86.1,5.7,42.9,1.5
15477,Poverello Of Assisi Preschool,,,0,private,K,K,35,5,2,Potter Valley Community Unified School District,371,631400,A0307308,"13367 Borden Avenue, 
Los Angeles, CA  91342",Los Angeles,15477,0,0,0,0,0,0,100,0,0.2,8,86.1,5.7,42.9,1.5
15492,Tiny Tot Christian School,,,0,private,K-5,PK-3,60,3,9,Long Beach Unified School District,292,622500,A0307342,"7362 Crescent Avenue, 
Buena Park, CA  90620",Buena Park,15492,0,0,0,0,0,0,100,0,0.2,8,86.1,5.7,42.9,1.5
15502,Childhelp School Of Village West,,,0,private,K-12,K-12,58,5,5,Chico Unified School District,26,608370,A9100508,"14700 Manzanita Park Road, 
Beaumont, CA  92223",Beaumont,15502,0,15.5172,29.3103,0,0,0,55.1724,0,0.2,8,86.1,5.7,42.9,1.5
15503,The Country School,,,0,private,K-12,12-Mar,30,5,6,Los Angeles Unified School District,286,622710,A1300196,"1145 Linda Vista Drive, 
San Marcos, CA  92078",San Marcos,15503,0,0,6.66667,0,0,0,93.3333,0,0.2,8,86.1,5.7,42.9,1.5
15504,Covenant Christian,,,0,private,K-8,PK-8,103,5,8,Larkspur-Corte Madera School District,429,620910,A9100733,"1855 North Orange Olive Road, 
Orange, CA  92865",Orange,15504,7.69231,6.15385,30.7692,9.23077,0,0,46.1538,0,0.2,8,86.1,5.7,42.9,1.5
15505,Culver City Adventist,,,0,private,K-8,K-8,690,4,8,Culver City Unified School District,266,610260,A9100750,"11828 West Washington Boulevard, 
Los Angeles, CA  90066",Los Angeles,15505,7.69231,6.15385,30.7692,9.23077,0,0,46.1538,0,0.2,8,86.1,5.7,42.9,1.5
15507,El Monte Christian Academy,,,0,private,K-12,K-12,585,4,8,West Sonoma County Union High School District,843,602670,A9100789,"11129 Brockway Street, 
El Monte, CA  91731",El Monte,15507,7.69231,6.15385,30.7692,9.23077,0,0,46.1538,0,0.2,8,86.1,5.7,42.9,1.5
15508,Fairmont Private School Of Fresno,,,0,private,K-5,K-1,195,5,10,Placentia-Yorba Linda Unified School District,485,630660,A9100806,"435 West Fairmont Avenue, 
Fresno, CA  93705",Fresno,15508,17.1429,5.71429,14.2857,0,0,0,62.8571,0,0.2,8,86.1,5.7,42.9,1.5
15509,Five Acres,,,0,private,K-12,K-10,103,4,3,Los Angeles Unified School District,286,622710,A9100825,"760 West Mountain View Street, 
Altadena, CA  91001",Altadena,15509,4.85437,28.1553,29.1262,0,0,0,37.8641,0,0.2,8,86.1,5.7,42.9,1.5
15510,Fred Finch-Oakland Hills Academy,,,0,private,6-12,12-Jun,11,1,6,Bonita Unified School District,256,605610,A9100838,"3800 Coolidge Avenue, 
Oakland, CA  94602",Oakland,15510,9.09091,18.1818,27.2727,0,0,0,45.4545,0,0.2,8,86.1,5.7,42.9,1.5
15511,Fresno Christian Schools,,,0,private,K-12,K-12,464,4,7,Fresno Unified School District,99,614550,A9100848,"7280 North Cedar Avenue, 
Fresno, CA  93720",Fresno,15511,9.69828,4.09483,14.6552,0,0,0,71.5517,0,0.2,8,86.1,5.7,42.9,1.5
15514,"Inglewood Village Childcare, Inc School",,,0,private,K-5,K-1,1050,4,3,Inglewood Unified School District,283,618390,A9100934,"215 South Inglewood Avenue, 
Inglewood, CA  90301",Inglewood,15514,9.69828,4.09483,14.6552,0,0,0,71.5517,0,0.2,8,86.1,5.7,42.9,1.5
15515,Odyssey Learning Center,,,0,private,K-12,K-12,88,4,8,Los Angeles Unified School District,286,622710,A9100955,"7150 Santa Juanita Avenue, 
Orangevale, CA  95662",Orangevale,15515,5.68182,3.40909,7.95455,5.68182,3.40909,2.27273,71.5909,0,0.2,8,86.1,5.7,42.9,1.5
15516,Kirk Baucher,,,0,private,K-8,K-8,650,5,4,Capistrano Unified School District,467,607440,A9100973,"2524 Finney Road, 
Modesto, CA  95358",Modesto,15516,5.68182,3.40909,7.95455,5.68182,3.40909,2.27273,71.5909,0,0.2,8,86.1,5.7,42.9,1.5
15517,Montessori School Of Corona,,,0,private,K-8,K-8,144,4,9,Garvey Elementary School District,275,614940,A9101056,"260 West Ontario Avenue, 
Corona, CA  92882",Corona,15517,5.97015,15.6716,25.3731,0,2.98507,0,50,0,0.2,8,86.1,5.7,42.9,1.5
