Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504,gsId
0,0,7.5,2.5,42.5,0,47.5,153,19.2,122,62.5,24,0,2.1,320
1.24,0.16,17.21,7.91,2.48,0,71.01,77,31.2,124,39.53,4.9,7.8,0.8,322
1.61,0.2,21.69,7.43,2.81,0.6,65.66,60,21.5,71,37.35,6.4,12,1.7,323
5.45,0,29.09,7.27,1.82,0,56.36,2,21.5,71,87.27,0,0,0,324
0.69,0.69,19.91,5.49,3.2,0.46,69.57,2,21.5,71,48.97,9.8,5.9,1,325
0.57,0.28,24.79,5.13,2.28,1.14,65.81,2,21.5,71,49,8.8,0,1,326
3.51,0,21.55,5.85,2.58,0,66.51,2,21.5,71,58.08,9.5,6.2,1.2,327
1.08,0,14.52,7.26,2.69,0,74.46,2,21.5,71,50.81,5.8,0,1.4,328
1.2,1.2,13.2,5.6,2,0,76.8,2,21.5,71,47.2,10.3,0,0.9,329
3.08,1.03,15.9,11.28,3.08,0,65.64,2,21.5,71,70.77,10.2,0,0,330
0,0,31.02,3.7,2.78,0,62.5,2,21.5,71,59.26,9.2,0,2.2,331
1.27,0.63,15.56,6.03,2.54,0,73.97,2,21.5,71,41.59,16.6,0,0,332
0,0,16.22,2.7,3.6,0,77.48,2,21.5,71,81.98,13.1,0,0,333
2.03,2.28,38.73,2.28,0.51,0.51,53.67,2,21.5,71,76.96,14.5,6.7,0,334
3.55,2.37,34.32,4.14,0.59,0,55.03,0,6.6,71,58.58,16.8,9.1,0,335
0,0,19.35,0,3.23,0,77.42,0,6.6,71,51.61,0,0,0,337
8.1,3.17,19.37,3.17,1.94,1.23,63.03,0,6.6,71,48.77,13.4,0,0.6,338
10.39,2.53,43.26,6.46,2.81,0,34.55,0,6.6,71,84.27,17.8,8.2,0,339
7.07,3.95,24.87,3.62,1.22,0.56,58.71,264,28.8,460,33.28,12.1,1.7,0.6,340
5.02,4.53,30.91,5.18,1.78,0.65,51.94,264,28.8,460,49.84,10.4,4.1,0.4,341
14.24,6.33,27.22,8.23,3.16,0.63,40.19,264,28.8,460,86.39,13.5,18.8,0,342
1.98,1.98,32.18,5.94,2.97,0.5,54.46,0,28.8,460,69.31,12.1,8.2,3.3,344
1.1,0.82,17.03,6.32,0.55,0.55,73.63,0,28.8,460,42.03,12.7,21.9,0,346
5.91,3.35,25.39,6.3,1.18,0.59,57.28,0,28.8,460,61.42,8.6,0,0,347
6.62,1.07,18.25,9.48,0.72,0.72,63.15,0,28.8,460,35.06,10.4,0,0.4,348
10.58,2.12,36.54,4.62,3.27,0.77,42.12,0,28.8,460,76.15,8.4,10.6,0.4,349
6.72,3.48,14.93,5.97,0.75,1.74,66.42,0,28.8,460,51.49,14.5,5.6,0.5,350
5.78,4.1,25.54,6.02,0.48,0.24,57.83,0,28.8,460,44.34,9.9,11.7,0.6,352
8.31,1.82,19.6,2.64,1.43,1.05,65.14,247,16.5,236,32.93,10.6,1.2,0.8,354
1.01,0.67,65.94,2.87,2.02,0.17,27.32,247,16.5,236,52.45,4.1,9.1,0.4,355
3.79,0.28,18.65,3.79,1.26,0.28,71.95,247,16.5,236,30.86,6.9,2,0.3,356
6.5,1.36,13.29,3.17,0.91,0,74.77,247,16.5,236,20.39,10.8,4.3,0.3,357
8.02,4.26,22.09,3.6,2.13,0.98,58.92,247,16.5,236,48.61,7.3,1.6,0,358
0.46,0.23,21.46,5.94,0,0,71.92,247,16.5,236,41.1,9,0,1,359
0,1.05,19.16,2.09,1.74,0,75.96,60,14.9,25,32.75,8.9,4.5,2.8,360
0.39,0.78,19.38,3.49,1.16,0,74.81,60,14.9,25,34.88,9.3,0,1.6,361
0,0,9.09,36.36,27.27,0,27.27,60,14.9,25,81.82,0,44.4,0,363
0,0,16.96,8.04,0.89,0,74.11,60,14.9,25,65.18,15.2,14.3,0,364
0,0,61.76,8.82,0,0,29.41,2,10.5,25,70.59,0,0,0,366
2.76,0.32,57.7,0.81,0.65,0.32,37.44,149,10,44,51.86,9.9,6.9,0.3,367
2.99,0.3,59.7,0.3,0.3,0.6,35.82,149,10,44,70.45,10.6,14.3,0,368
2.09,0.42,52.09,4.6,0.42,0.21,40.17,149,10,44,62.13,12.4,10,0.5,370
6.88,0,37.68,5.07,0.72,0,49.64,149,10,44,39.49,7.5,7.3,1.3,371
6.47,2.94,17.65,14.12,5.88,0,52.94,149,10,44,98.24,5.9,0,0,372
13.64,3.79,15.53,8.71,6.06,0,52.27,149,10,44,79.92,15.2,0,0.6,373
9.33,3.35,24.4,11.96,3.35,0.72,46.89,149,10,44,84.21,21.4,4.3,0,375
1.68,0.72,16.11,8.65,4.81,0.24,67.79,149,10,44,57.21,10.9,0,0.8,376
2,3,13.8,14.4,4.4,0.4,62,149,10,44,80.4,17.3,9.1,0.3,377
23.71,7.29,18.24,9.73,5.47,0,35.56,149,10,44,90.88,24.7,0,0.7,378
8.79,2.75,23.17,5.49,8.42,0.37,51.01,80,10.4,51,63.64,11.1,1.9,0.8,380
25.59,2.99,15.07,4.75,5.37,0.31,45.92,67,11.2,40,70.07,10.7,4.2,1.1,381
1.55,0.78,22.48,20.93,7.75,0,46.51,0,11.2,40,86.82,14.6,0,2.5,382
0,0,40,10,0,0,50,0,11.2,40,70,0,0,0,383
4.01,1,36.34,10.53,5.76,0.25,42.11,0,11.2,40,76.94,8.3,0,3.2,384
3.35,1.12,32.96,10.43,5.03,0.19,46.93,0,11.2,40,83.24,8.7,0,0.7,385
0.75,0.37,10.82,4.1,3.36,0,80.6,0,11.2,40,75,9,0,0,387
0,1.3,10.82,5.63,2.16,0,80.09,0,11.2,40,54.11,4.2,16.7,0,388
1.27,0,8.28,7.01,0.64,0,82.8,0,11.2,40,31.85,3.3,0,1.6,391
1.05,0,17.83,7.87,1.4,0.35,71.5,0,11.2,40,64.86,7.8,0,0.3,392
1.66,0.65,11.63,7.66,0.74,0.09,77.56,66,11.3,79,52.54,17.3,14.3,0.2,393
0.99,0,17.53,8.89,0.49,0.49,71.6,66,11.3,79,66.91,14.8,22.6,0.4,394
1.53,0.65,13.07,7.41,1.31,0,76.03,66,11.3,79,78.43,13,7.9,0,395
0.71,0.89,14.08,7.66,1.07,0,75.58,66,11.3,79,65.06,9.2,5.9,0.8,396
1.01,1.01,15.15,13.13,0,0,69.7,0,11.3,79,84.85,20.4,0,2,397
0,1.75,19.3,14.04,3.51,0,61.4,0,11.3,79,94.74,6.9,0,3.4,398
29.83,2.63,12.17,4.77,5.01,0.48,45.11,0,11.3,79,87.59,9.4,0,0.5,399
33.2,0.77,10.42,10.81,2.7,0.77,41.31,0,11.3,79,89.58,8.9,0,0,400
24.62,1.51,14.9,7.56,3.46,0.86,47.08,0,11.3,79,94.38,11.1,0,0,401
11.38,0.84,7.73,7.66,0,0.35,72.03,480,44.5,664,3.16,10.1,0,1.8,402
16.38,0.77,8.23,10.69,0.08,0.08,63.77,484,47.2,763,2.08,9.7,9.8,2.6,403
15.84,2.81,10.47,3.86,0.39,0.33,66.3,402,38.8,676,8.57,8.2,7.6,1.9,405
15.1,1.7,8.28,10.88,0.16,0.57,63.31,462,49,799,1.14,9,7.4,2.1,406
5.23,22.14,49,2.56,0.83,1.06,19.19,143,15.4,61,70.91,12.8,3.5,2.4,407
3.59,23.4,58.24,3.72,0.8,1.46,8.78,143,15.4,61,89.89,12,6.5,0.9,408
4.64,18,45.64,5.38,0.37,2.04,23.93,143,15.4,61,76.25,7,3.8,0.7,409
11.04,39.04,36.41,3.95,0.82,0.49,8.24,143,15.4,61,71.83,13.5,9.7,1.2,411
13.78,34.51,29.78,4.03,0.49,1.03,16.37,614,16.6,262,54.26,12,11.2,1.8,412
1.58,21.15,61.46,7.11,0.59,0.79,7.31,614,16.6,262,94.47,7.6,4.5,0.4,413
11.4,30.75,36.77,5.38,0.43,0.86,14.41,614,16.6,262,62.37,14.9,4.2,0,414
2.65,16.82,61.44,4.35,0.38,0.38,13.99,614,16.6,262,88.66,6.2,0,0.4,415
15.82,9.69,28.06,4.08,0,1.02,41.33,614,16.6,262,27.55,0,0,0,416
2.1,33.57,46.85,2.8,2.1,2.1,10.49,0,16.6,262,76.22,17.2,10,2.2,417
11.25,31.67,38.75,9.58,0.42,0.42,7.92,0,16.6,262,72.5,18.2,3.8,0.9,418
2.15,28.67,52.51,5.73,0.72,2.51,7.71,0,16.6,262,94.44,7.3,0,0.4,419
5.47,22.81,53.44,2.81,0.78,1.25,13.44,0,16.6,262,84.69,10.5,3.6,1,420
12.22,29.67,31.94,8.55,0.52,0.35,16.75,0,16.6,262,58.29,9.8,0,0.6,421
4.18,19.31,48.56,4.09,0.93,1.95,20.98,0,16.6,262,75.3,15.2,5.4,1.4,422
5.28,13.51,46.89,6.99,0.47,1.24,25.62,0,16.6,262,62.89,14.3,0,1.9,423
7.04,21.93,54.99,5.4,0.49,1.15,9,0,16.6,262,90.02,9.1,0,1.3,424
5,2.9,39.03,5,0.48,0.16,47.42,0,16.6,262,33.06,15.5,0,2.7,425
9.62,7.65,25.6,4.3,0.69,0.6,51.55,0,16.6,262,22.68,11.8,0,1.8,426
3.55,5.07,39.19,5.74,0.68,0.68,45.1,0,16.6,262,30.07,9.5,0,0.5,428
6.72,6.3,36.18,3.84,0.64,1.17,45.14,0,16.6,262,34.26,12.3,0,3.8,429
7.52,4.89,23.12,7.89,0.94,0.19,55.45,0,16.6,262,16.92,13.3,0,0.6,430
2.6,3.6,29,4.6,3.8,1,55.4,0,16.6,262,36.6,10.2,0,1.4,432
5.58,4.19,20.24,2.09,2.79,1.57,63.53,0,16.6,262,26.7,8,2.2,6.3,433
4.29,5.71,5.71,20,0,0,64.29,0,16.6,262,8.57,11.1,0,0,434
19.25,18.45,34.49,7.49,0.53,0.53,19.25,0,16.6,262,69.79,12,6.2,0,435
18.99,19.9,32.38,11.18,1.43,0.13,15.99,0,16.6,262,76.46,7.4,0,0,436
23.72,17.35,30.97,8.14,0.18,0.88,18.76,31,19.5,57,55.58,13,13.8,0,437
6.52,30.43,30.43,8.7,0,0,23.91,0,19.5,57,69.57,12.5,0,0,438
1.5,0.75,39.33,4.31,0,0.94,53.18,0,19.5,57,40.82,13.2,0,2.1,439
10.65,0.5,8.9,5.01,0.13,0.13,74.69,0,19.5,57,1.38,16.7,6.7,0.5,440
6.46,1.52,8.56,11.79,0,0.19,71.48,0,19.5,57,0.57,7.1,5.3,0.4,441
10.44,1.47,11.36,8.42,0.18,0,68.13,0,19.5,57,4.4,7.1,4.3,0.4,442
8.23,0.82,5.76,12.55,0.41,0,72.22,0,19.5,57,2.47,12.9,4.5,1.5,443
12.79,0.98,7.13,5.08,0,0,74.02,0,19.5,57,3.03,9.6,8.2,1.1,444
8.35,10.79,41.01,1.79,0.5,0.8,36.78,314,13.6,194,35.25,12.2,13.7,3.3,445
5.06,22.78,39.87,1.27,0.63,1.27,29.11,0,13.6,194,51.27,18.5,7.7,5.5,446
3.8,6.2,36.77,7.68,0.56,0.44,44.54,254,26.1,432,32.77,13.8,17.1,5.6,447
8.06,2.71,27.48,9.41,0.17,0.25,51.91,93,23.5,216,28.07,9.9,3.1,1.5,448
4.85,1.31,24.25,12.31,0.19,0.93,56.16,93,23.5,216,12.87,4.5,5.9,0,449
2.81,2.81,53.06,10.97,0,0.51,29.85,93,23.5,216,59.69,10.3,4.8,0.9,450
1.05,8.42,30.53,14.74,2.11,1.05,42.11,0,23.5,216,50.53,14.5,0,3.4,451
7.38,2.17,29.33,11.71,0.2,0.69,48.52,0,23.5,216,33.86,8.9,5.3,1.8,452
9.32,1.9,24.52,15.02,0.19,0,49.05,0,23.5,216,15.97,5.9,0,1.3,453
2.74,3.99,34.91,13.97,0.25,0,44.14,0,23.5,216,41.4,13.5,0,1,454
12.94,0.25,6.72,13.18,0.5,0,66.42,0,23.5,216,1,9.2,4.8,1,455
14.76,0.76,9.16,13.74,0,0,61.58,0,23.5,216,1.27,9.3,0,0.6,457
18.94,0.73,9.99,11.75,0,0,58.59,0,23.5,216,1.91,9.7,6.4,1.6,458
19.76,1.46,8.78,15.85,0.24,0.24,53.66,0,23.5,216,2.2,6.9,0,1.1,459
8.93,3.7,35.08,11.11,0.44,0,40.74,0,23.5,216,28.98,13.5,4.7,1,461
16.99,1.79,17.89,11.09,0.18,0.54,51.52,0,23.5,216,11.45,5.6,5.6,2.8,462
4.5,14.21,66.91,7.91,0.18,2.34,3.96,0,23.5,216,94.42,4.4,4.2,0,463
2.31,1.01,93.5,1.16,0,0.87,1.16,0,23.5,216,93.06,6.4,10,1,464
14.41,3.48,23.45,3.48,0.4,0.55,54.25,234,22.3,368,21.61,5.3,9,2.6,466
12.09,4.89,45.34,3.02,0.64,0.64,33.38,133,16.3,134,46.95,12.3,7,1.8,467
0,10.26,87.18,0,0,0,2.56,0,2.6,134,74.36,19.2,9.2,3.8,468
9.1,2.56,16.93,7.25,1.28,0.14,62.73,0,2.6,134,16.93,7.2,0,3.2,469
8.65,5.19,54.12,3.56,0.51,1.42,26.55,0,2.6,134,63.28,11.5,6.8,1.5,470
9.21,3.56,48.54,9.41,0.42,2.51,26.36,0,2.6,134,66.32,13.5,9.4,2.1,471
8.08,6.13,65.46,7.52,0,1.11,11.7,0,2.6,134,80.78,10.8,0,0,472
18.31,1.25,11.41,7.86,0.19,0.96,60.02,0,2.6,134,9.59,5.3,2.7,3.4,473
0,7.14,78.57,0,0,0,14.29,0,2.6,134,78.57,0,47.6,0,474
16.75,3.25,35,11.5,0.25,0.25,33,0,2.6,134,31,8.4,6.6,0.5,476
9.56,2.03,31.66,13.86,0,0.48,42.41,0,2.6,134,30.47,9.5,3.6,1.3,477
12.99,2.03,20.66,14.24,0.16,0.63,49.3,0,2.6,134,15.02,10,4.2,2.1,478
2.94,1.13,89.13,5.21,0,0,1.59,0,2.6,134,92.64,4.2,16.5,0.4,481
17.51,2.71,29.78,9.57,0.18,0.18,40.07,0,2.6,134,18.23,5.6,0,0.3,482
9.15,3.92,40.09,11.98,0.22,0.22,34.42,0,2.6,134,45.32,21.1,0,1.7,483
9.44,1.35,14.46,26.59,0.12,0,48.04,0,2.6,134,8.21,5.1,3.3,1.6,484
9.79,9.49,66.64,3.29,0.08,2.37,8.34,83,10.1,59,75.21,10.9,11.2,2.1,485
22.39,2.13,10.94,4.88,0.5,1,58.16,293,25.4,382,9.19,6.6,10.8,2.3,486
6.39,3.27,83.06,3.12,0,0.45,3.71,293,25.4,382,91.83,14.4,29.2,1,488
2.15,9.51,55.21,4.6,0,1.84,26.69,0,0.3,382,65.95,11.7,40.6,4.8,489
16.59,3.41,31.54,7.64,0.81,0.81,39.19,0,0.3,382,35.12,8.6,6.3,1.8,490
9.54,1.88,21.24,13.15,0.14,0.14,53.9,0,0.3,382,19.94,5.8,7.2,0,491
9.21,3.36,35.64,7.37,0.11,1.19,43.12,0,0.3,382,35.75,9.2,11.4,2.3,492
0,8.33,41.67,0,0,0,50,0,3.8,382,62.5,0,0,4.7,493
4.96,7.17,78.31,5.51,0.37,0.55,3.13,0,3.8,382,90.07,6.1,0,0,494
8.82,12.32,69.52,2.33,0.13,1.04,5.84,0,3.8,382,88.85,14.5,10.8,0.5,495
21.32,3.02,20.19,7.55,0.38,0.38,47.17,0,3.8,382,8.87,3,0,1.2,496
20.28,3.43,35.19,3.54,0,0.32,37.23,0,3.8,382,33.91,5.5,12,2.4,497
2.25,4.13,87.8,3.19,0.19,0.19,2.25,0,3.8,382,93.43,3.9,3.6,0,498
15.21,3.33,34.38,16.04,0,0.83,30.21,0,3.8,382,36.67,14.8,4.6,0,499
8.44,0.31,17.94,12.42,0,0.15,60.74,0,3.8,382,13.5,9.7,4.3,0.3,500
4.81,10.58,53.85,3.85,0.96,0,25.96,0,3.8,382,51.92,0,20,2.9,501
7.04,5.78,58.84,10.47,0.18,2.35,15.34,0,3.8,382,71.66,9.6,4.1,0,502
13.9,3.25,22.2,12.27,0,0.54,47.83,0,3.8,382,21.48,13.2,4.3,0.7,503
16.09,0.86,12.88,17.17,0,0.43,52.58,0,3.8,382,6.87,9.1,0,0.8,504
16.08,2.62,34.78,5.36,0,0.34,40.82,0,3.8,382,36.6,10.1,10.2,4.4,505
15.56,0.49,10.37,17.18,0.32,0.16,55.92,0,3.8,382,6.16,3.8,2.3,1.2,506
6.45,3.81,44.87,8.5,0.59,1.47,34.31,0,3.8,382,43.99,15.7,0,0,507
14.54,1.75,34.09,10.03,0.75,0.5,38.35,0,3.8,382,37.34,11.4,0,1.6,508
7.72,3.58,62.15,7.34,0.19,1.51,17.51,0,3.8,382,77.4,4.8,0,0.7,509
4.91,2.14,82.26,3.63,0,1.28,5.77,0,3.8,382,83.55,6.8,0,1.4,510
6.5,4.57,72.08,2.99,0.53,0.53,12.82,76,20,91,74.71,9.7,10.1,1.3,511
9.41,9.8,46.67,1.96,0.26,0.92,30.98,76,20,91,47.19,13.9,3.9,2.2,512
2.89,3.85,46.24,3.08,0.58,0.19,43.16,76,20,91,36.8,19.1,0,1.9,513
2.3,4.6,73.33,2.53,0.92,0,16.32,76,20,91,72.64,17.3,0,1.4,514
6.94,7.52,46.18,3.82,0,0.12,35.42,76,20,91,43.17,22.5,0,2.7,515
3.25,8.8,45.32,0.38,0.96,1.15,40.15,76,20,91,45.32,14.3,0,0.8,516
13.02,0.98,7.37,11.06,0.49,0,67.08,76,20,91,0,7.5,11.9,4.1,517
18.96,1.13,2.71,6.09,0.23,0,70.88,76,20,91,0.68,6.5,8.8,1,518
17.09,2.35,5.25,4.36,0.67,0.34,69.94,76,20,91,0.45,8.9,4.5,4.8,519
17.99,0,4.37,4.63,0.26,0,72.75,76,20,91,0.77,6.7,22.4,1.8,520
23.82,0.5,6.2,5.46,0.25,0.25,63.52,76,20,91,0.99,9.7,9.4,0.6,521
7.16,12.8,71.04,2.82,0.43,1.63,4.12,76,20,91,82.1,7.8,12.3,0.3,522
8.77,14.37,63.62,4.1,0.19,1.12,7.84,76,20,91,75,5.1,9.7,0.8,523
3.92,10.11,74.66,2.87,0.6,1.66,6.18,76,20,91,78.43,8.6,16.4,0,524
6.74,18.88,61.46,4.05,0.19,0.58,8.09,76,20,91,82.08,14.2,7.4,0.6,525
8.13,20.91,57.64,3.14,0.11,2.38,7.69,76,20,91,74.97,8.5,14,2.1,526
9.05,11.85,67.51,4.13,0,2.4,5.06,76,20,91,78.43,7.6,17.2,0.5,527
6.9,13.5,70.09,4.91,0.15,0.31,4.14,76,20,91,81.9,8.2,12.1,0,528
10.38,19.24,59.81,3.05,0.16,1.86,5.49,197,13.4,169,68.68,7.2,12.4,1,529
2.3,25.81,64.52,2.76,0,0.92,3.69,0,13.4,169,74.19,10.8,18.2,0,530
12.25,28.22,45.89,6.2,0.31,1.24,5.89,0,13.4,169,78.29,5.1,12.1,0,531
6.37,7.74,79.36,3.19,0.15,0.3,2.88,0,13.4,169,82.55,8.5,7.4,0.3,532
11.64,1.06,8.73,12.96,0.26,0,65.34,0,13.4,169,2.12,6.1,0,1.2,533
37.35,1.34,10.55,9.21,0.17,0.17,41.21,0,13.4,169,3.18,4.8,4,1.2,534
9.72,0.35,9.2,9.55,0,0,71.18,0,13.4,169,1.74,5.3,8.3,1.4,535
35.58,1.65,12.52,7.74,0.16,0.33,42.01,0,13.4,169,3.95,12.3,4.6,1.2,536
27.63,2.59,11.92,8.7,0.11,0.37,48.67,594,31.9,1106,4.91,7.6,8.5,3.3,537
33.63,1.45,16.09,8.5,0.18,0.54,39.6,594,31.9,1106,6.33,13.1,0,2.2,538
6.98,9.3,20.93,6.98,0,2.33,53.49,0,1.9,1106,23.26,49.1,0,13.2,539
26.48,2.36,12.82,9.44,0,0.84,48.06,0,1.9,1106,2.19,12.3,5.3,0.8,540
44.35,1.74,11.01,8.12,0.43,0.58,33.77,0,1.9,1106,4.93,7.7,0,2.2,541
8.75,0.19,5.89,9.32,0,0,75.86,0,1.9,1106,0.95,4.3,0,1.7,542
12.95,0.63,8.53,12.01,0,0,65.88,0,1.9,1106,3.63,5.9,0,1.2,543
36.84,2.12,9.79,7.11,0.28,0.46,43.4,0,1.9,1106,3.88,7.9,5.8,2.9,544
6.97,0,10.37,8.91,0,0,73.74,0,1.9,1106,3.4,8.7,12.5,2.4,545
14.11,0.18,9.11,10.54,0,0,66.07,0,1.9,1106,1.96,14.3,0,0.9,546
18.74,0.89,7.88,6.09,0.34,0.17,65.89,445,28.6,829,2.26,5.8,4.8,5.1,547
50.93,1.55,11.65,7.14,0.16,0.16,28.42,445,28.6,829,5.43,2.9,0,0.7,548
27.12,1.28,12.62,6.71,0.1,0.59,51.58,445,28.6,829,5.82,7.6,9.1,4.3,549
9.26,0.8,7.65,7.85,0,0,74.45,445,28.6,829,1.81,5.4,12.7,0.4,550
8.18,0.81,8.75,5.37,0.05,0.05,76.8,547,33.3,845,1.95,9.1,7.6,3.8,551
7.76,0.34,10.79,6.91,0.51,0.17,73.52,547,33.3,845,2.7,9.9,11.7,2,552
18.66,0.78,8.71,8.71,0.16,0.31,62.67,547,33.3,845,1.24,4.3,0,2.4,553
33.56,0.68,9.2,9.88,0,0,46.68,547,33.3,845,2.73,6.6,0,0.6,554
30.28,2.82,14.44,12.5,0,0.35,39.61,547,33.3,845,5.11,7.6,12.8,1.3,555
9.52,0.15,9.21,9.67,0,0.3,71.15,547,33.3,845,0.91,7.5,0,0.6,556
9.51,1.26,7.26,7.89,0,0.09,73.99,547,33.3,845,1.88,8.2,5.5,1.9,557
20.77,3.87,16.5,12.83,0.2,0.41,45.42,547,33.3,845,12.02,7.3,17.4,0.4,558
22.67,1.43,17.42,5.97,0.24,0,52.27,547,33.3,845,10.5,10.9,5,0.4,559
17.41,1.58,12.66,8.44,0,0.26,59.63,547,33.3,845,15.04,7.6,5.3,0.4,560
14.89,2.84,11.35,6.38,0.95,0,63.59,547,33.3,845,4.73,27.2,8.7,0.4,561
17.16,2.9,13.52,3.73,0.17,0.5,62.02,547,33.3,845,10.78,12.2,1,4.2,562
12.5,0.51,15.31,8.67,0,0.26,62.76,547,33.3,845,9.44,8,16.7,0.9,563
11.55,20.63,62.38,1.49,0,1.32,2.64,547,33.3,845,87.79,6.5,20,0.3,565
2.11,5.1,89.98,0.7,0,0,2.11,547,33.3,845,95.08,10,0,0,567
25.35,22.28,28.69,5.29,0.28,0,18.11,547,33.3,845,57.1,17.6,11.1,0.5,568
4.01,26.89,63.92,1.42,0,2.12,1.65,547,33.3,845,95.05,11.7,5.6,0.9,569
18.68,23.21,42.26,1.32,0.38,0.94,13.21,547,33.3,845,75.85,13.7,10.8,1.2,570
20.62,23.18,43.57,1.58,0.08,1.28,9.71,63,24.3,133,68.1,16.1,28,1.2,571
4.05,4.73,89.05,0.68,0.14,0.27,1.08,63,24.3,133,94.73,8.7,6.9,0.3,573
3.46,6.75,86,0.16,0.16,0.16,3.29,63,24.3,133,95.22,12.6,3.6,0.6,574
22.11,27.64,27.29,1.75,0.35,0.7,20.15,192,30.6,228,51.08,11.3,14.9,1.2,575
13.17,12.32,37.82,4.2,0.84,0.56,31.09,192,30.6,228,37.82,18.6,5.3,0.5,577
24.28,15.47,35.07,6.65,0.18,0.36,17.99,192,30.6,228,57.55,15.4,11.2,0.4,578
6.39,7.01,80.62,1.24,0,1.03,3.71,192,30.6,228,88.25,6.6,6.2,0.5,579
3.37,33.43,57.02,1.4,0.28,0.28,4.21,0,1.2,228,80.9,14,12.5,1.1,580
3.28,6.36,87.67,0.77,0,0.77,1.16,0,1.2,228,94.8,12.3,16,0,581
41.58,15.14,26.01,9.81,0,1.28,6.18,0,1.2,228,28.36,6.7,5.6,0,582
20.15,9.69,24.49,7.91,0.26,0.77,36.73,0,1.2,228,31.38,16.7,0,1.1,583
6.6,10.15,81.12,0.51,0.2,0.3,1.12,0,1.2,228,93.2,12.4,27,0.4,584
40.47,24.54,23.5,2.09,0.52,0,8.88,0,1.2,228,38.12,13.1,5.6,0.5,585
14.05,23.97,54.55,2.48,0,1.24,3.72,0,1.2,228,88.22,14.1,0,0.4,586
7.23,25.29,63.64,0.82,0,0.93,2.1,56,24.8,42,80.65,13.4,43.7,0.4,588
14.04,5.43,10.86,11.8,0,0.56,57.3,56,24.8,42,6.18,8.3,4.5,0.7,589
5.46,32.14,55.88,1.26,0.21,0.42,4.62,56,24.8,42,94.75,15.5,4.8,0.4,590
12.11,13.3,70.55,0.71,0,0,3.33,56,24.8,42,94.77,7.2,0,0,591
1.61,26.61,66.51,2.06,0.69,0.46,2.06,56,24.8,42,96.1,7.3,19,0.5,592
28.22,7.57,15.75,9.82,0.2,0.2,38.24,56,24.8,42,17.38,8.3,4.8,0.8,593
18.71,21.94,51.08,0.72,0,1.8,5.76,84,0,42,46.4,0,0,0.7,594
12.62,21.66,35.03,6.4,0.19,0.94,23.16,84,0,42,55.37,20.8,4.2,0,595
12.81,12.59,68.19,0.46,0.23,0.92,4.81,84,0,42,85.58,9,0,0.5,596
16.54,18.87,43.39,7,0.39,0,13.81,84,0,42,66.73,16.7,0,0,597
1.64,19.71,73.1,1.44,0,2.67,1.44,84,0,42,91.38,8.7,4.8,0,599
43.73,18.38,20.89,8.64,0.28,0.56,7.52,84,0,42,32.03,11.7,0,0.5,600
30.65,17.03,29.72,2.17,0,1.55,18.89,84,0,42,30.65,5.5,0,0.6,601
2.8,19.4,75.37,1.31,0.19,0.19,0.75,84,0,42,97.01,11.1,11.2,0.8,603
19.2,19.55,40.84,2.09,0.35,1.05,16.93,84,0,42,67.36,17.7,27.3,0.7,604
23.79,16.64,43.28,1.9,0.09,0.52,13.79,173,20.3,68,61.03,11.1,27,1.1,605
20.03,21.22,28.35,1.02,0,0.85,28.52,173,20.3,68,55.01,10.7,19,0.9,606
6.41,5.24,86.32,0.2,0,0.39,1.44,116,11.4,34,92.41,10.3,17.2,0.3,607
15.21,15.71,58.35,1.5,0.5,1.25,7.48,116,11.4,34,89.53,11.9,0,1,608
25,15.77,42.26,4.46,0.3,1.19,11.01,116,11.4,34,75.6,17.1,0,0,610
20,27.2,36.8,3.47,0,1.6,10.93,116,11.4,34,66.93,13.3,0,0,611
10.07,56.04,22.82,4.36,0.34,1.68,4.7,116,11.4,34,87.92,9.2,5.9,0,613
22.95,22.53,32.42,3.16,1.05,0.63,17.26,116,11.4,34,42.53,8.6,0,1.4,614
21.34,18.09,46.14,2.64,0.2,0.61,10.98,116,11.4,34,69.31,13.9,8.3,0.4,615
21.93,16.08,23.98,3.22,0.29,0.29,34.21,116,11.4,34,41.81,8.3,0,1.1,616
1.57,12.23,81.82,3.13,0,1.25,0,116,11.4,34,97.49,5.3,9.1,0,617
3.74,14.51,64.62,0.22,0.44,0,16.48,116,11.4,34,63.52,9.8,10.5,0.4,618
14.31,14.11,62.9,3.02,0,1.41,4.23,116,11.4,34,87.5,9.9,8,0.4,619
1.21,0,74.25,1.61,2.62,0.2,20.12,116,11.4,34,72.23,13.7,0,0,620
5.56,0,61.11,0,11.11,0,22.22,0,11.4,34,72.22,0,0,6.9,621
1.08,0,61.19,0,2.43,0.27,35.04,37,7.5,7,47.17,13.5,0,3.5,622
1.16,0.19,69.63,0.77,2.9,0.19,25.15,37,7.5,7,75.05,19.5,4.4,1.9,623
1.29,0,46.45,4.52,5.81,1.29,40.65,37,7.5,7,18.71,10.9,0,0.5,624
0.93,0,49.07,0.93,6.48,0,42.59,15,0,7,12.04,12.8,0,0,625
0,0,82.35,0,0,0,17.65,0,0,7,76.47,0,0,0,627
0.96,1.59,76.56,1.75,0,0.16,18.98,0,0,7,70.65,3.1,4,1.8,628
